CustomerID,Recency,Frequency,Monetary,TotalQuantity,FirstPurchase,LastPurchase,Country,AverageOrderValue,LifetimeDays,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,KMeansCluster,ClusterProfile
10069,5,11,4123.44,129,2024-01-26 15:23:09,2025-12-27 06:12:08,United Kingdom,374.8581818181818,700,5,1,5,515,New / Promising,0,3215.761426824297
10070,25,11,3507.61,124,2024-01-30 08:17:21,2025-12-07 02:21:25,United Kingdom,318.87363636363636,676,2,1,4,214,Hibernating,0,3215.761426824297
10071,17,11,2253.55,118,2024-03-19 04:29:34,2025-12-15 13:33:20,United Kingdom,204.86818181818182,636,3,1,1,311,Need Attention,0,3215.761426824297
10072,30,11,2830.2599999999998,114,2024-02-11 06:02:04,2025-12-02 08:43:18,United Kingdom,257.2963636363636,660,2,1,3,213,Hibernating,0,3215.761426824297
10073,8,11,2864.33,115,2024-04-18 13:24:30,2025-12-24 06:28:35,United Kingdom,260.39363636363635,614,4,1,3,413,New / Promising,0,3215.761426824297
10074,39,11,3866.56,116,2024-02-01 20:28:18,2025-11-23 09:51:54,United Kingdom,351.50545454545454,660,1,1,5,115,Hibernating,0,3215.761426824297
10075,10,11,2548.92,108,2024-01-26 09:57:56,2025-12-22 15:03:11,United Kingdom,231.72,696,4,1,2,412,New / Promising,0,3215.761426824297
10076,111,11,2083.86,101,2024-01-19 00:11:25,2025-09-12 22:44:51,United Kingdom,189.4418181818182,602,1,1,1,111,Hibernating,0,3215.761426824297
10077,29,11,2010.41,105,2024-01-04 16:09:31,2025-12-03 07:14:51,United Kingdom,182.76454545454547,698,2,1,1,211,Hibernating,0,3215.761426824297
10078,88,11,3067.77,114,2024-01-09 11:09:13,2025-10-05 14:45:30,United Kingdom,278.8881818181818,635,1,1,3,113,Hibernating,0,3215.761426824297
10079,7,11,2933.17,122,2024-01-09 06:24:40,2025-12-25 19:00:20,United Kingdom,266.6518181818182,716,4,1,3,413,New / Promising,0,3215.761426824297
10080,2,11,2711.96,112,2024-01-12 06:51:18,2025-12-30 17:14:17,United Kingdom,246.54181818181817,718,5,1,2,512,New / Promising,0,3215.761426824297
10081,2,11,5196.45,122,2024-01-03 12:52:53,2025-12-30 12:45:54,United Kingdom,472.4045454545454,726,5,1,5,515,New / Promising,0,3215.761426824297
10082,18,11,3582.7,135,2024-01-12 21:16:33,2025-12-14 06:06:32,United Kingdom,325.7,701,3,1,4,314,Need Attention,0,3215.761426824297
10083,63,11,4165.7,120,2024-01-26 22:20:42,2025-10-30 22:25:27,United Kingdom,378.7,643,1,1,5,115,Hibernating,0,3215.761426824297
10084,29,11,2418.52,103,2024-03-22 09:06:00,2025-12-03 20:10:35,United Kingdom,219.86545454545455,621,2,1,1,211,Hibernating,0,3215.761426824297
10085,27,11,2737.9700000000003,112,2024-01-25 09:01:18,2025-12-05 20:14:47,United Kingdom,248.90636363636366,680,2,1,2,212,Hibernating,0,3215.761426824297
10086,12,11,2563.8199999999997,99,2024-03-23 22:28:29,2025-12-20 20:21:43,United Kingdom,233.07454545454542,636,4,1,2,412,New / Promising,0,3215.761426824297
10087,5,11,2661.97,111,2024-01-03 06:04:50,2025-12-27 21:31:41,United Kingdom,241.9972727272727,724,5,1,2,512,New / Promising,0,3215.761426824297
10088,44,11,3257.48,131,2024-01-20 08:21:29,2025-11-18 13:37:28,United Kingdom,296.13454545454545,668,1,1,4,114,Hibernating,0,3215.761426824297
10089,16,11,3353.59,120,2024-01-23 19:27:33,2025-12-16 16:36:28,United Kingdom,304.8718181818182,692,3,1,4,314,Need Attention,0,3215.761426824297
10090,38,11,6300.66,158,2024-03-12 17:30:49,2025-11-24 12:31:47,United Kingdom,572.7872727272727,621,2,1,5,215,Hibernating,0,3215.761426824297
10091,5,11,2684.4,114,2024-01-18 03:36:34,2025-12-27 02:48:34,United Kingdom,244.03636363636363,708,5,1,2,512,New / Promising,0,3215.761426824297
10092,27,11,3450.47,121,2024-01-04 08:50:43,2025-12-05 13:25:12,United Kingdom,313.6790909090909,701,2,1,4,214,Hibernating,0,3215.761426824297
10093,2,11,3607.9,136,2024-02-02 18:40:35,2025-12-30 09:36:30,United Kingdom,327.9909090909091,696,5,1,4,514,New / Promising,0,3215.761426824297
10094,10,11,2304.2,110,2024-01-31 20:04:31,2025-12-22 05:57:45,United Kingdom,209.47272727272727,690,4,1,1,411,New / Promising,0,3215.761426824297
10095,1,11,4555.89,139,2024-01-23 07:45:01,2025-12-31 03:14:25,United Kingdom,414.1718181818182,707,5,1,5,515,New / Promising,0,3215.761426824297
10096,6,11,2246.37,108,2024-01-06 06:31:47,2025-12-26 00:24:01,United Kingdom,204.21545454545455,719,5,1,1,511,New / Promising,0,3215.761426824297
10097,30,11,2436.12,109,2024-01-05 01:17:55,2025-12-02 05:10:14,United Kingdom,221.46545454545455,697,2,1,1,211,Hibernating,0,3215.761426824297
10098,48,11,3198.48,123,2024-01-02 06:25:07,2025-11-14 00:59:02,United Kingdom,290.7709090909091,681,1,1,3,113,Hibernating,0,3215.761426824297
10099,4,11,2653.22,114,2024-01-06 15:37:19,2025-12-28 05:46:56,United Kingdom,241.20181818181817,721,5,1,2,512,New / Promising,0,3215.761426824297
10100,19,11,3770.78,119,2024-02-11 22:45:57,2025-12-13 16:03:26,United Kingdom,342.79818181818183,670,3,1,4,314,Need Attention,0,3215.761426824297
10101,2,10,3120.7400000000002,125,2024-01-04 14:01:27,2025-12-30 09:45:14,United Kingdom,312.074,725,5,1,3,513,New / Promising,1,3109.399468085106
10102,50,11,1984.58,94,2024-02-02 09:27:30,2025-11-12 15:53:25,United Kingdom,180.41636363636363,649,1,1,1,111,Hibernating,0,3215.761426824297
10103,49,11,1769.4099999999999,101,2024-01-12 10:40:16,2025-11-13 00:12:15,United Kingdom,160.85545454545453,670,1,1,1,111,Hibernating,0,3215.761426824297
10104,3,11,2738.23,131,2024-01-13 14:44:03,2025-12-28 23:54:41,United Kingdom,248.93,715,5,1,2,512,New / Promising,0,3215.761426824297
10105,46,11,3990.39,135,2024-01-03 12:23:05,2025-11-16 05:13:24,United Kingdom,362.76272727272726,682,1,1,5,115,Hibernating,0,3215.761426824297
10106,15,11,3205.61,114,2024-01-09 16:39:12,2025-12-17 23:21:22,United Kingdom,291.4190909090909,708,3,1,3,313,Need Attention,0,3215.761426824297
10107,8,10,4556.51,150,2024-01-01 19:35:35,2025-12-24 04:11:46,United Kingdom,455.651,722,4,1,5,415,New / Promising,1,3109.399468085106
10108,6,11,3356.95,123,2024-05-19 22:56:33,2025-12-26 18:34:33,United Kingdom,305.17727272727274,585,5,1,4,514,New / Promising,0,3215.761426824297
10109,1,11,4105.8,121,2024-02-27 20:43:22,2025-12-31 09:39:08,United Kingdom,373.25454545454545,672,5,1,5,515,New / Promising,0,3215.761426824297
10110,6,11,2460.69,97,2024-03-01 14:28:00,2025-12-26 15:42:49,United Kingdom,223.69909090909093,665,5,1,2,512,New / Promising,0,3215.761426824297
10111,40,11,3485.83,116,2024-01-18 12:23:35,2025-11-22 02:41:43,United Kingdom,316.89363636363635,673,1,1,4,114,Hibernating,0,3215.761426824297
10112,2,11,4051.8,114,2024-02-03 02:19:07,2025-12-30 16:08:31,United Kingdom,368.3454545454546,696,5,1,5,515,New / Promising,0,3215.761426824297
10113,46,11,2618.53,111,2024-02-13 17:16:39,2025-11-16 09:56:02,United Kingdom,238.04818181818183,641,1,1,2,112,Hibernating,0,3215.761426824297
10114,1,11,6803.46,167,2024-02-08 14:38:09,2025-12-31 21:01:37,United Kingdom,618.4963636363636,692,5,1,5,515,New / Promising,0,3215.761426824297
10115,12,11,3372.9,116,2024-01-16 09:50:52,2025-12-20 07:42:29,United Kingdom,306.6272727272727,703,4,1,4,414,New / Promising,0,3215.761426824297
10116,23,11,2220.51,113,2024-02-08 07:02:27,2025-12-09 04:07:54,United Kingdom,201.86454545454546,669,3,1,1,311,Need Attention,0,3215.761426824297
10117,28,11,2847.27,112,2024-02-03 01:28:06,2025-12-04 17:45:51,United Kingdom,258.84272727272725,670,2,1,3,213,Hibernating,0,3215.761426824297
10118,4,11,3311.12,113,2024-01-14 01:20:41,2025-12-28 00:35:13,United Kingdom,301.0109090909091,713,5,1,4,514,New / Promising,0,3215.761426824297
10119,8,11,2163.04,112,2024-01-04 03:41:10,2025-12-24 19:42:15,United Kingdom,196.64,720,4,1,1,411,New / Promising,0,3215.761426824297
10120,13,11,2708.8,103,2024-02-21 09:58:33,2025-12-19 12:03:31,United Kingdom,246.25454545454548,667,4,1,2,412,New / Promising,0,3215.761426824297
10121,13,11,5351.68,167,2024-01-03 07:36:30,2025-12-19 10:00:50,United Kingdom,486.5163636363637,716,4,1,5,415,New / Promising,0,3215.761426824297
10122,2,11,3542.44,104,2024-01-24 20:40:42,2025-12-30 15:51:15,United Kingdom,322.04,705,5,1,4,514,New / Promising,0,3215.761426824297
10123,40,11,2652.7799999999997,122,2024-01-09 05:23:18,2025-11-22 17:55:37,United Kingdom,241.16181818181815,683,1,1,2,112,Hibernating,0,3215.761426824297
10124,15,11,5699.82,167,2024-01-13 15:39:57,2025-12-17 17:20:37,United Kingdom,518.1654545454545,704,3,1,5,315,Need Attention,0,3215.761426824297
10125,5,11,1621.21,82,2024-02-01 17:04:02,2025-12-27 01:23:36,United Kingdom,147.38272727272727,694,5,1,1,511,New / Promising,0,3215.761426824297
10126,8,11,8583.47,194,2024-01-05 00:16:30,2025-12-24 07:49:49,United Kingdom,780.3154545454545,719,4,1,5,415,New / Promising,0,3215.761426824297
10127,68,11,2936.03,107,2024-01-08 20:34:50,2025-10-25 03:45:36,United Kingdom,266.9118181818182,655,1,1,3,113,Hibernating,0,3215.761426824297
10128,11,11,3528.88,145,2024-01-10 05:15:16,2025-12-21 10:48:32,United Kingdom,320.80727272727273,711,4,1,4,414,New / Promising,0,3215.761426824297
10129,23,11,2995.77,111,2024-02-24 05:47:56,2025-12-09 21:37:25,United Kingdom,272.34272727272725,654,3,1,3,313,Need Attention,0,3215.761426824297
10130,39,11,2632.54,104,2024-01-19 12:47:59,2025-11-23 19:26:30,United Kingdom,239.32181818181817,674,1,1,2,112,Hibernating,0,3215.761426824297
10131,95,11,2550.62,100,2024-01-04 14:50:11,2025-09-28 21:11:36,United Kingdom,231.87454545454545,633,1,1,2,112,Hibernating,0,3215.761426824297
10132,32,11,3123.3,131,2024-01-30 06:45:54,2025-11-30 18:37:11,United Kingdom,283.93636363636364,670,2,1,3,213,Hibernating,0,3215.761426824297
10133,1,11,3191.15,124,2024-01-30 19:26:13,2025-12-31 09:00:14,United Kingdom,290.1045454545455,700,5,1,3,513,New / Promising,0,3215.761426824297
10134,6,11,3965.34,153,2024-01-08 23:07:08,2025-12-26 13:03:41,United Kingdom,360.48545454545456,717,5,1,5,515,New / Promising,0,3215.761426824297
10135,3,11,3667.58,126,2024-01-12 08:24:49,2025-12-29 17:27:33,United Kingdom,333.41636363636366,717,5,1,4,514,New / Promising,0,3215.761426824297
10136,40,11,2545.24,109,2024-03-04 02:26:28,2025-11-22 17:41:03,United Kingdom,231.38545454545454,628,1,1,2,112,Hibernating,0,3215.761426824297
10137,2,11,2421.91,103,2024-01-07 16:47:52,2025-12-30 04:06:39,United Kingdom,220.17363636363635,722,5,1,1,511,New / Promising,0,3215.761426824297
10138,55,11,1858.2,95,2024-01-05 09:11:09,2025-11-07 08:26:45,United Kingdom,168.92727272727274,671,1,1,1,111,Hibernating,0,3215.761426824297
10139,8,11,4559.22,135,2024-01-17 04:12:47,2025-12-24 15:34:23,United Kingdom,414.4745454545455,707,4,1,5,415,New / Promising,0,3215.761426824297
10140,48,11,2374.33,103,2024-01-04 13:17:37,2025-11-14 17:55:12,United Kingdom,215.8481818181818,680,1,1,1,111,Hibernating,0,3215.761426824297
10141,25,11,3307.68,116,2024-01-02 20:23:04,2025-12-07 05:56:56,United Kingdom,300.6981818181818,704,2,1,4,214,Hibernating,0,3215.761426824297
10142,2,11,4119.64,151,2024-01-08 17:43:56,2025-12-30 10:36:10,United Kingdom,374.5127272727273,721,5,1,5,515,New / Promising,0,3215.761426824297
10143,82,11,2676.32,119,2024-01-14 03:19:21,2025-10-11 18:43:58,United Kingdom,243.3018181818182,636,1,1,2,112,Hibernating,0,3215.761426824297
10144,34,11,3769.67,136,2024-02-27 05:16:48,2025-11-28 23:51:51,United Kingdom,342.6972727272727,640,2,1,4,214,Hibernating,0,3215.761426824297
10145,25,11,2380.46,107,2024-01-24 23:04:53,2025-12-07 15:17:14,United Kingdom,216.40545454545455,682,2,1,1,211,Hibernating,0,3215.761426824297
10146,15,11,2317.08,121,2024-01-01 23:55:58,2025-12-17 23:47:54,United Kingdom,210.64363636363635,715,3,1,1,311,Need Attention,0,3215.761426824297
10147,17,11,3796.11,118,2024-01-04 10:09:32,2025-12-15 19:36:51,United Kingdom,345.1009090909091,711,3,1,4,314,Need Attention,0,3215.761426824297
10148,20,11,2612.44,119,2024-01-02 02:58:49,2025-12-12 02:53:41,United Kingdom,237.49454545454546,709,3,1,2,312,Need Attention,0,3215.761426824297
10149,35,11,4552.25,140,2024-01-09 15:42:52,2025-11-27 13:45:18,United Kingdom,413.84090909090907,687,2,1,5,215,Hibernating,0,3215.761426824297
10150,21,11,2595.38,112,2024-01-21 07:59:20,2025-12-11 13:28:54,United Kingdom,235.9436363636364,690,3,1,2,312,Need Attention,0,3215.761426824297
10151,8,11,2879.12,133,2024-02-02 11:28:42,2025-12-24 07:32:35,United Kingdom,261.73818181818183,690,4,1,3,413,New / Promising,0,3215.761426824297
10152,11,11,2100.15,93,2024-02-20 09:19:34,2025-12-21 11:26:21,United Kingdom,190.9227272727273,670,4,1,1,411,New / Promising,0,3215.761426824297
10153,32,11,5344.53,146,2024-01-11 05:18:53,2025-11-30 16:35:51,United Kingdom,485.8663636363636,689,2,1,5,215,Hibernating,0,3215.761426824297
10154,27,11,3346.31,121,2024-01-05 12:47:41,2025-12-05 02:07:23,United Kingdom,304.21,699,2,1,4,214,Hibernating,0,3215.761426824297
10155,12,11,4159.18,127,2024-04-13 06:51:11,2025-12-20 03:30:08,United Kingdom,378.10727272727274,615,4,1,5,415,New / Promising,0,3215.761426824297
10156,35,11,2313.61,108,2024-01-12 04:14:29,2025-11-27 14:10:20,United Kingdom,210.32818181818183,685,2,1,1,211,Hibernating,0,3215.761426824297
10157,1,11,3123.11,118,2024-01-02 19:36:41,2025-12-31 21:49:14,United Kingdom,283.9190909090909,729,5,1,3,513,New / Promising,0,3215.761426824297
10158,6,11,3718.16,116,2024-02-19 01:32:06,2025-12-26 09:24:22,United Kingdom,338.01454545454544,676,5,1,4,514,New / Promising,0,3215.761426824297
10159,16,11,5095.88,132,2024-01-12 11:39:38,2025-12-16 15:51:53,United Kingdom,463.26181818181817,704,3,1,5,315,Need Attention,0,3215.761426824297
10160,49,11,3343.96,127,2024-02-17 17:08:55,2025-11-13 12:38:48,United Kingdom,303.99636363636364,634,1,1,4,114,Hibernating,0,3215.761426824297
10161,61,11,2384.04,100,2024-01-22 19:16:41,2025-11-01 22:15:59,United Kingdom,216.73090909090908,649,1,1,1,111,Hibernating,0,3215.761426824297
10162,5,11,3564.15,126,2024-01-19 06:57:06,2025-12-27 20:09:28,United Kingdom,324.01363636363635,708,5,1,4,514,New / Promising,0,3215.761426824297
10163,13,11,3608.27,133,2024-02-27 11:58:48,2025-12-19 05:06:11,United Kingdom,328.02454545454543,660,4,1,4,414,New / Promising,0,3215.761426824297
10164,53,11,2474.39,103,2024-03-06 19:03:58,2025-11-09 02:03:45,United Kingdom,224.94454545454545,612,1,1,2,112,Hibernating,0,3215.761426824297
10165,87,11,3528.91,114,2024-01-21 01:14:30,2025-10-06 08:15:55,United Kingdom,320.81,624,1,1,4,114,Hibernating,0,3215.761426824297
10166,6,11,2551.46,109,2024-01-02 01:44:12,2025-12-26 07:17:28,United Kingdom,231.9509090909091,724,5,1,2,512,New / Promising,0,3215.761426824297
10167,38,11,3001.2799999999997,108,2024-01-05 12:51:59,2025-11-24 22:53:07,United Kingdom,272.84363636363634,689,2,1,3,213,Hibernating,0,3215.761426824297
10168,5,11,2716.11,108,2024-01-27 07:23:46,2025-12-27 18:16:42,United Kingdom,246.91909090909093,700,5,1,2,512,New / Promising,0,3215.761426824297
10169,3,11,3660.71,137,2024-01-25 11:16:33,2025-12-29 15:12:59,United Kingdom,332.7918181818182,704,5,1,4,514,New / Promising,0,3215.761426824297
10170,8,11,2216.2200000000003,94,2024-01-28 15:53:51,2025-12-24 22:45:30,United Kingdom,201.47454545454548,696,4,1,1,411,New / Promising,0,3215.761426824297
